id,title,industry_code,phase_code,industry_code_isic,industry_code_isic_tag
10121,Backup and Recovery Reference,,,01,01_Crop_And
10133,Database Cutover Procedure,,,62,"62 Computer programming, consultancy and related activities"
10147,Configuration Management Document,,,39,39_Reme_Acti
10151,Solution Vision Document,,,62,"62 Computer programming, consultancy and related activities"
10152,DBA Onboarding Guide,,,78,78
10157,IaC Tool Training,,,85,85_Educ
10166,Availability Requirements,,,62,62
10175,Lessons Learned Document,,,85,85 Education
10176,Toil Reduction Case Studies,,,35,35_Elec
10189,Architecture Performance Metrics,,,52,52_Ware_And
10194,Cutover Procedure,,,62,"62 Computer programming, consultancy and related activities"
10211,API Strategy Vision,,,62,"62 Computer programming, consultancy and related activities"
10222,Component Usage Guide,,,62,"62 Computer programming, consultancy and related activities"
10226,Architecture Evolution Plan,,,41,41
10229,Database Administration Runbook,,,84,84 Public administration and defence; compulsory social security
10232,Design Pattern Catalog,,,62,"62 Computer programming, consultancy and related activities"
10252,Patching and Update Procedure,,,01,01_Crop_And
10253,Integration Patterns Document,,,62,"62 Computer programming, consultancy and related activities"
10254,Compliance Mapping,,,69,69
10255,Compliance and Regulatory Requirements,,,01,01_Crop_And
10257,Market Analysis,,,71,71_Arch_And
10260,Crash Reporting Setup,,,50,50
10262,Service Dependency Map,,,01,01_Crop_And
10264,API Platform Goals,,,52,52_Ware_And
10268,Project Charter,,,62,"62 Computer programming, consultancy and related activities"
10285,Penetration Test Report,,,50,50
10287,Data Validation Testing,,,71,71_Arch_And
10297,Local Storage/Database Design,,,35,"35 Electricity, gas, steam and air conditioning supply"
10298,Reliability Report,,,50,50
10300,Glossary of Terms,,,61,61 Telecommunications
10307,Work Breakdown Structure (WBS),,,88,88_Soci_Work
10311,User Insights Repository,,,98,98_Undi_Good
10313,Secrets Management,,,39,39_Reme_Acti
10320,IaC Code Repository,,,47,47
10323,Project Objectives,,,62,"62 Computer programming, consultancy and related activities"
10330,Project Plans Reference,,,62,"62 Computer programming, consultancy and related activities"
10369,Escalation Procedure,,,62,"62 Computer programming, consultancy and related activities"
10370,Database Architecture Diagram,,,41,41
10373,Product Best Practices,,,62,"62 Computer programming, consultancy and related activities"
10377,API Incident Postmortem,,,47,47
10380,Development Environment Setup,,,72,72_Scie_Rese
10387,Common Issues and Solutions,,,01,01_Crop_And
10389,Infrastructure Development Roadmap,,,72,72_Scie_Rese
10398,Integration Support Training,,,85,85_Educ
10399,Epic and User Story Breakdown,,,01,01_Crop_And
10407,Infrastructure Patterns Library,,,42,42
10411,Code Examples for Mobile,,,52,52_Ware_And
10425,Cloud Best Practices,,,62,62_Comp_Prog
10426,API Design Patterns,,,62,"62 Computer programming, consultancy and related activities"
10429,Common Cloud Issues and Solutions,,,62,62_Comp_Prog
10435,Review and Approval Process,,,01,01_Crop_And
10441,User Research Summary,,,72,72_Scie_Rese
10451,Infrastructure as Code (IaC) Design,,,42,42
10453,Common Database Issues and Solutions,,,01,01_Crop_And
10468,Runbook Automation,,,62,"62 Computer programming, consultancy and related activities"
10473,Test Results Report,,,50,50
10477,Post-Migration Validation,,,47,47
10493,CSS/Styling Guidelines,,,62,"62 Computer programming, consultancy and related activities"
10502,FinOps Metrics and KPIs,,,01,01_Crop_And
10506,Test Environment Setup,,,62,"62 Computer programming, consultancy and related activities"
10514,Mobile Design Patterns Library,,,91,91
10520,Architecture Decision Records (ADR),,,41,41
10523,Database Security Audit,,,62,62_Comp_Prog
10527,Performance Optimization Tips,,,52,52_Ware_And
10529,Database Configuration Reference,,,62,"62 Computer programming, consultancy and related activities"
10538,DevOps Engineer Onboarding,,,62,62
10541,Cloud Strategy Document,,,62,62_Comp_Prog
10550,Design System / Component Library,,,91,91
10557,Component Architecture Diagram,,,41,41
10566,Release Notes for Mobile,,,52,52_Ware_And
10567,Sales Enablement Materials,,,16,16_Manu_Of
10569,Cloud Infrastructure Requirements,,,62,62_Comp_Prog
10572,Database Performance Report,,,52,52_Ware_And
10579,API Testing Strategy,,,71,71_Arch_And
10582,Test Automation Tool Training,,,85,85_Educ
10585,API Developer Onboarding,,,78,78
10587,Logging Strategy,,,02,02_Fore_And
10589,Cost Optimization Testing,,,71,71_Arch_And
10602,Implementation Plan,,,62,"62 Computer programming, consultancy and related activities"
10613,User Management Procedure,,,39,39_Reme_Acti
10615,Accessibility Testing Checklist,,,71,71_Arch_And
10616,Architecture Validation Testing,,,71,71_Arch_And
10623,API Documentation Generation,,,62,"62 Computer programming, consultancy and related activities"
10642,Reference Implementation,,,62,"62 Computer programming, consultancy and related activities"
10644,Security Implementation,,,62,62_Comp_Prog
10648,Integration Security Architecture,,,62,62_Comp_Prog
10663,Project Team Onboarding,,,78,78
10668,Roadmap Updates,,,71,71
10671,Integration Best Practices,,,62,"62 Computer programming, consultancy and related activities"
10675,Product Training Materials,,,85,85_Educ
10687,Test Case Implementation,,,62,"62 Computer programming, consultancy and related activities"
10691,API Version Rollout,,,62,"62 Computer programming, consultancy and related activities"
10695,Multi-Cloud Strategy,,,62,62_Comp_Prog
10697,Platform Strategy Document,,,52,52_Ware_And
10705,Feature Rollback Procedure,,,62,"62 Computer programming, consultancy and related activities"
10707,Hotfix Verification,,,62,"62 Computer programming, consultancy and related activities"
10708,Business Value Proposition,,,82,82_Offi_Admi
10715,Dependency Mapping,,,71,71
10723,Quality Metrics Report,,,50,50
10727,Sprint Planning Document,,,62,"62 Computer programming, consultancy and related activities"
10737,Security Architecture Review,,,62,62_Comp_Prog
10747,Solution Architecture Document,,,41,41
10755,API Integration Reference,,,62,"62 Computer programming, consultancy and related activities"
10757,Error Budget Concept,,,62,"62 Computer programming, consultancy and related activities"
10763,Component Specification,,,62,"62 Computer programming, consultancy and related activities"
10777,Incident Management Tool Setup,,,39,39_Reme_Acti
10779,QA Engineer Onboarding,,,78,78
10780,Launch Checklist,,,86,86 Human health activities
10785,OWASP Top 10 Assessment,,,62,"62 Computer programming, consultancy and related activities"
10806,Release Notes,,,68,68 Real estate activities
10807,Test Automation Framework Guide,,,88,88_Soci_Work
10813,Database Deployment Plan,,,62,"62 Computer programming, consultancy and related activities"
10816,Accessibility Compliance,,,69,69
10828,Test Environment Setup Plan,,,62,"62 Computer programming, consultancy and related activities"
10831,Smoke Testing Procedure,,,71,71_Arch_And
10836,Frontend Developer Onboarding,,,78,78
10852,Project Requirements Analysis,,,71,71_Arch_And
10870,Cloud Security Training,,,85,85 Education
10880,A/B Testing Guide,,,71,71_Arch_And
10889,Breaking Change Management,,,39,39_Reme_Acti
10891,Distributed Tracing Setup,,,62,62
10896,Customer Feedback Analysis,,,71,71_Arch_And
10923,SRE Practice Review,,,62,"62 Computer programming, consultancy and related activities"
10926,App Store Review Guidelines Summary,,,47,47
10927,Runbook Catalog,,,62,"62 Computer programming, consultancy and related activities"
10930,Toil Tracking Procedure,,,35,35_Elec
10931,Testing Methodology Training,,,85,85_Educ
10935,Cloud Platform Training,,,85,85 Education
10937,Log Aggregation Strategy,,,62,"62 Computer programming, consultancy and related activities"
10944,Message Format Reference,,,28,28_Manu_Of
10946,Mobile Interaction Patterns,,,62,"62 Computer programming, consultancy and related activities"
10953,API Consumer Analysis,,,71,71_Arch_And
10956,Code Review Guidelines,,,62,"62 Computer programming, consultancy and related activities"
10959,Threat Model,,,62,62_Comp_Prog
10971,Design Debt Register,,,71,71
11011,Technology Strategy,,,62,"62 Computer programming, consultancy and related activities"
11013,Test Case Repository,,,47,47
11020,System Administration Guide,,,84,84 Public administration and defence; compulsory social security
11023,Dependency and Library List,,,01,01_Crop_And
11028,Security Testing Report,,,50,50 Water transport
11032,Workload Assessment,,,88,88_Soci_Work
11033,JavaScript Best Practices,,,62,"62 Computer programming, consultancy and related activities"
11050,Browser-Specific Issue Guide,,,62,"62 Computer programming, consultancy and related activities"
11051,SRE Vision Statement,,,62,"62 Computer programming, consultancy and related activities"
11055,API Lifecycle Management Design,,,39,39_Reme_Acti
11058,Feature Adoption Monitoring,,,62,62
11069,Technology Stack Documentation,,,62,"62 Computer programming, consultancy and related activities"
11072,Architecture Health Metrics,,,86,86_Huma_Heal
11078,Project Lessons Learned Log,,,85,85 Education
11079,Cloud Migration Roadmap,,,62,62_Comp_Prog
11086,Alerting System Implementation,,,62,"62 Computer programming, consultancy and related activities"
11089,Competitive Intelligence,,,62,"62 Computer programming, consultancy and related activities"
11097,Stored Procedures Reference,,,47,47
11102,User Story Refinement,,,98,98_Undi_Good
11105,Data Mapping Specification,,,71,71
11106,Integration Status Report,,,50,50
11116,Solution Architecture Training,,,85,85_Educ
11125,Lessons Learned in UX,,,85,85 Education
11126,Service Maintenance Windows,,,01,01_Crop_And
11134,SLI Monitoring Strategy,,,62,62
11136,Domain Knowledge Training,,,85,85_Educ
11140,API Outage Response,,,35,"35 Electricity, gas, steam and air conditioning supply"
11156,Query Performance Testing,,,52,52_Ware_And
11161,Project Business Case,,,82,82_Offi_Admi
11164,Rate Limiting Configuration,,,62,"62 Computer programming, consultancy and related activities"
11180,Quality Management Plan,,,39,39_Reme_Acti
11184,Sanity Testing Procedure,,,71,71_Arch_And
11193,Product FAQ,,,62,"62 Computer programming, consultancy and related activities"
11199,Crash Rate Monitoring,,,62,62
11201,Success Criteria Definition,,,62,"62 Computer programming, consultancy and related activities"
11218,Disaster Recovery Testing,,,38,38_Wast_Coll
11220,Production Issue Triage,,,01,01_Crop_And
11227,Library and Framework Reference,,,01,01_Crop_And
11238,Product Roadmap,,,71,71
11253,Database Deployment Schedule,,,62,"62 Computer programming, consultancy and related activities"
11260,Test Data Reference,,,62,"62 Computer programming, consultancy and related activities"
11268,Cloud Resource Reference,,,62,62_Comp_Prog
11270,API Best Practices Guide,,,62,"62 Computer programming, consultancy and related activities"
11272,Feature Performance Review,,,52,52_Ware_And
11277,Performance Testing for Mobile,,,52,52_Ware_And
11279,Accessibility (A11y) Design Guide,,,62,"62 Computer programming, consultancy and related activities"
11280,Index Strategy Design,,,62,"62 Computer programming, consultancy and related activities"
11281,Project Handover Procedure,,,01,01_Crop_And
11283,Database Administration Training,,,85,85_Educ
11288,Lessons from App Store Reviews,,,47,47
11295,Sprint Planning,,,62,"62 Computer programming, consultancy and related activities"
11312,Performance Tips for Mobile,,,52,52_Ware_And
11314,IaC Implementation,,,62,"62 Computer programming, consultancy and related activities"
11315,API Security Assessment,,,62,62_Comp_Prog
11319,Integration Architecture Reference,,,41,41
11320,Dashboard Specification,,,59,"59 Motion picture, video and television programme production"
11324,Mobile-Specific Constraints,,,62,62
11331,Alerting Configuration,,,62,"62 Computer programming, consultancy and related activities"
11343,Feature Prioritization Matrix,,,62,"62 Computer programming, consultancy and related activities"
11367,Navigation Architecture,,,41,41
11380,Product Incident Response,,,62,
11383,Test Execution Report,,,50,50
11386,Budget Tracking,,,62,"62 Computer programming, consultancy and related activities"
11399,Project Risk Assessment,,,64,64
11401,Backup System Configuration,,,62,"62 Computer programming, consultancy and related activities"
11407,Database Tool Training,,,85,85_Educ
11418,API Deprecation Notice,,,62,"62 Computer programming, consultancy and related activities"
11426,UAT Execution Plan,,,62,"62 Computer programming, consultancy and related activities"
11427,API Change Communication,,,62,"62 Computer programming, consultancy and related activities"
11430,Feature Specification,,,62,"62 Computer programming, consultancy and related activities"
11437,Code Documentation / API Docs,,,62,"62 Computer programming, consultancy and related activities"
11439,Infrastructure Status Report,,,42,42
11444,Test Data Preparation,,,62,"62 Computer programming, consultancy and related activities"
11448,Data Security Design,,,62,62_Comp_Prog
11457,Architecture Evolution Review,,,41,41
11464,Quality Status Report,,,50,50
11465,OWASP Testing Report,,,71,71_Arch_And
11475,Test Automation Tips,,,62,"62 Computer programming, consultancy and related activities"
11481,Executive Summary,,,62,"62 Computer programming, consultancy and related activities"
11483,Rollout Strategy,,,62,"62 Computer programming, consultancy and related activities"
11484,Setup iOS Development Environment,,,72,72_Scie_Rese
11486,User Retention Metrics,,,98,98_Undi_Good
11511,Incident Commander Role,,,01,01_Crop_And
11517,Mobile Developer Onboarding,,,78,78
11527,Cloud Resource Provisioning,,,61,61 Telecommunications
11534,Recommendations Document,,,63,63
11538,Integration Lessons Learned,,,85,85 Education
11546,Product Documentation,,,62,"62 Computer programming, consultancy and related activities"
11551,API Versioning Strategy,,,62,"62 Computer programming, consultancy and related activities"
11554,Cross-Browser Testing Plan,,,71,71_Arch_And
11558,SLO Reference,,,62,"62 Computer programming, consultancy and related activities"
11560,Mobile App Architecture,,,41,41
11564,Device and OS Support Matrix,,,01,01_Crop_And
11570,Action Item Tracking,,,62,"62 Computer programming, consultancy and related activities"
11572,User Personas,,,98,98_Undi_Good
11582,Incident Classification Matrix,,,62,"62 Computer programming, consultancy and related activities"
11583,Compliance Checklist,,,69,69
11590,Quality Metrics Tracking,,,62,"62 Computer programming, consultancy and related activities"
11591,Metrics Definition Document,,,62,"62 Computer programming, consultancy and related activities"
11611,Stored Procedures Implementation,,,47,47
11624,Database Installation Guide,,,33,33_Repa_And
11634,Responsive Design Specification,,,62,"62 Computer programming, consultancy and related activities"
11635,Project Performance Dashboard,,,52,52_Ware_And
11637,User Feedback Collection Plan,,,36,36_Wate_Coll
11647,Quality Objectives,,,62,"62 Computer programming, consultancy and related activities"
11648,Beta Testing Program,,,71,71_Arch_And
11655,Business Requirements Analysis,,,71,71_Arch_And
11661,Major Incident Handling,,,01,01_Crop_And
11667,Target User Profile,,,98,98_Undi_Good
11670,Architecture Monitoring Guide,,,41,41
11673,Milestone Plan,,,62,"62 Computer programming, consultancy and related activities"
11675,Release Readiness Statement,,,68,68 Real estate activities
11682,Incident Response Runbook,,,62,
11683,Frontend Security Checklist,,,86,86 Human health activities
11685,Deadlock Resolution Guide,,,62,"62 Computer programming, consultancy and related activities"
11694,Security Checklist,,,86,86 Human health activities
11696,Bug Report,,,50,50
11700,OAuth/JWT Implementation,,,62,"62 Computer programming, consultancy and related activities"
11719,Platform-Specific Quirks Document,,,52,52_Ware_And
11729,API Rate Limiting Requirements,,,62,"62 Computer programming, consultancy and related activities"
11745,Architecture Validation,,,41,41
11752,User Issue Troubleshooting,,,98,98_Undi_Good
11753,Status Report Template,,,50,50
11762,SRE Onboarding Guide,,,78,78
11776,Message Format Specification,,,28,28_Manu_Of
11778,Product Launch Plan,,,62,"62 Computer programming, consultancy and related activities"
11781,Product Status Report,,,50,50
11785,Golden Signals Monitoring,,,62,62
11787,Database Schema Design,,,62,"62 Computer programming, consultancy and related activities"
11797,UI/UX Design Document,,,62,"62 Computer programming, consultancy and related activities"
11800,Mobile Security Checklist,,,86,86 Human health activities
11808,Feasibility Study,,,62,"62 Computer programming, consultancy and related activities"
11811,Design System Training,,,85,85_Educ
11822,Risk Mitigation Plan,,,86,86 Human health activities
11827,Component Catalog,,,62,"62 Computer programming, consultancy and related activities"
11843,Testing Cycle Retrospective,,,71,71_Arch_And
11850,Cost Optimization Procedures,,,62,"62 Computer programming, consultancy and related activities"
11853,Design Guidelines / Brand Guide,,,01,01_Crop_And
11855,Automation Strategy,,,62,"62 Computer programming, consultancy and related activities"
11862,Project Management Best Practices,,,39,39_Reme_Acti
11865,High Availability Design,,,62,62
11866,Project Scope Definition,,,62,"62 Computer programming, consultancy and related activities"
11873,Error Budget Report,,,50,50
11875,Infrastructure Improvement Recommendations,,,42,42
11877,Project Progress Monitoring,,,62,62
11890,Customer Impact Communication,,,62,"62 Computer programming, consultancy and related activities"
11893,Data Security in Transit,,,61,61 Telecommunications
11902,Mobile Development Best Practices,,,72,72_Scie_Rese
11903,App Update Strategy,,,62,"62 Computer programming, consultancy and related activities"
11905,Test Harness Development,,,72,72_Scie_Rese
11906,Integration Performance Report,,,52,52_Ware_And
11919,User Feedback Summary,,,98,98_Undi_Good
11920,SLI/SLO/SLA Design,,,62,"62 Computer programming, consultancy and related activities"
11921,Blameless Postmortem Culture,,,47,47
11944,Compliance Monitoring,,,62,62
11949,Design Retrospective,,,62,"62 Computer programming, consultancy and related activities"
11954,Sensitive Data Identification,,,62,"62 Computer programming, consultancy and related activities"
11955,Postmortem Database,,,47,47
11958,Feature Implementation Specification,,,62,"62 Computer programming, consultancy and related activities"
11961,Threat Modeling,,,62,62
11962,Data Synchronization Incident,,,78,78
11985,Database Compliance Checklist,,,69,69
11989,Security Assessment Report,,,50,50 Water transport
12001,Cloud Architecture Vision,,,62,62_Comp_Prog
12020,Networking Architecture,,,88,88_Soci_Work
12021,Partitioning Strategy,,,62,"62 Computer programming, consultancy and related activities"
12024,Architecture Patterns Library,,,41,41
12037,Database Schema Reference,,,62,"62 Computer programming, consultancy and related activities"
12046,SLO/SLI Training,,,85,85_Educ
12048,Database Recovery Procedures,,,38,38_Wast_Coll
12050,Coding Standards Document,,,01,01_Crop_And
12060,Integration Goals,,,62,"62 Computer programming, consultancy and related activities"
12067,Developer Portal Creation,,,50,50
12075,Integration Component Inventory,,,28,28_Manu_Of
12078,FAQ Document,,,62,"62 Computer programming, consultancy and related activities"
12100,Replication Design,,,62,"62 Computer programming, consultancy and related activities"
12105,Feature Flag Management,,,39,39_Reme_Acti
12109,Backup and Recovery Testing,,,01,01_Crop_And
12113,Feature Flags Strategy,,,62,"62 Computer programming, consultancy and related activities"
12118,User Acceptance Test (UAT) Plan,,,98,98_Undi_Good
12119,Network Performance Monitoring,,,52,52_Ware_And
12124,Data Protection Compliance,,,69,69
12130,Cloud Monitoring Strategy,,,62,62_Comp_Prog
12131,API Developer Onboarding Plan,,,78,78
12134,Cutover Plan,,,62,"62 Computer programming, consultancy and related activities"
12142,Tool Training,,,85,85_Educ
12143,Automated Test Monitoring,,,62,62
12145,UI/UX Roadmap,,,71,71
12149,Test Coverage Report,,,50,50
12155,Frontend Architecture Document,,,41,41
12156,Defect Reproduction Procedure,,,01,01_Crop_And
12157,Product Requirements Document (PRD),,,62,"62 Computer programming, consultancy and related activities"
12185,Market Opportunity Analysis,,,59,59_Moti_Pict
12187,Emergency Procedures Training,,,85,85_Educ
12190,Architecture Decision Log,,,41,41
12203,Metrics Definition,,,62,"62 Computer programming, consultancy and related activities"
12208,System Interoperability Analysis,,,71,71_Arch_And
12209,High Availability Requirements,,,62,62
12212,Product Retrospective,,,62,"62 Computer programming, consultancy and related activities"
12217,SLO Validation Testing,,,71,71_Arch_And
12222,Testing Vision Statement,,,71,71_Arch_And
12227,Database Monitoring Runbook,,,62,62
12233,Critical Bug Hotfix Procedure,,,62,"62 Computer programming, consultancy and related activities"
12239,Customer Satisfaction Tracking,,,62,"62 Computer programming, consultancy and related activities"
12243,Announcement Bulletin,,,62,"62 Computer programming, consultancy and related activities"
12248,Integration Architecture Design,,,41,41
12260,Integration Improvement Plan,,,62,"62 Computer programming, consultancy and related activities"
12267,End-to-End Testing,,,71,71_Arch_And
12282,Backup and Recovery Design,,,01,01_Crop_And
12296,Incident Response Design,,,62,
12312,Runbook,,,62,"62 Computer programming, consultancy and related activities"
12318,Risks and Open Issues Report,,,01,01_Crop_And
12323,Value Proposition Canvas,,,47,47
12329,Frontend Monitoring Guide,,,62,62
12335,Caching Strategy Document,,,62,"62 Computer programming, consultancy and related activities"
12340,Progress Update,,,62,"62 Computer programming, consultancy and related activities"
12342,Container and Kubernetes Training,,,85,85 Education
12361,Go-to-Market Strategy,,,73,73_Adve_And
12370,API Error Rate Monitoring,,,62,62
12371,Change Management Plan,,,39,39_Reme_Acti
12379,Cloud Architecture Design,,,62,62_Comp_Prog
12395,Product Improvement Roadmap,,,71,71
12399,Integration Failure Response,,,62,62
12404,Infrastructure Maintenance Schedule,,,62,62
12406,API Gateway Design,,,62,"62 Computer programming, consultancy and related activities"
12416,Integration Support Procedure,,,09,09_Mini_Supp
12420,Project Change Log,,,62,"62 Computer programming, consultancy and related activities"
12441,Database Platform Selection,,,52,52_Ware_And
12458,Project Retrospective,,,62,"62 Computer programming, consultancy and related activities"
12468,Cloud Operations Runbook,,,62,62_Comp_Prog
12474,Technology Reference,,,62,"62 Computer programming, consultancy and related activities"
12477,Non-Functional Requirements,,,23,23_Manu_Of
12489,Release Readiness Checklist,,,68,68 Real estate activities
12490,Database Consolidation Strategy,,,62,"62 Computer programming, consultancy and related activities"
12493,On-Call Runbook,,,62,"62 Computer programming, consultancy and related activities"
12503,Error Budget Reference,,,62,"62 Computer programming, consultancy and related activities"
12512,Target Customer Profile,,,62,"62 Computer programming, consultancy and related activities"
12513,Business Requirements Document (BRD),,,82,82_Offi_Admi
12523,SLO/SLA Requirements,,,62,"62 Computer programming, consultancy and related activities"
12526,Database Requirements Specification,,,62,"62 Computer programming, consultancy and related activities"
12527,Logging and Audit Trail,,,01,01_Crop_And
12531,Cloud Architecture Reference,,,62,62_Comp_Prog
12544,Project Closure Plan,,,62,"62 Computer programming, consultancy and related activities"
12545,App Crash Investigation Guide,,,80,80_Secu_And
12548,Integration Implementation Schedule,,,62,"62 Computer programming, consultancy and related activities"
12550,Database Performance Testing,,,52,52_Ware_And
12554,System Cutover Plan,,,62,"62 Computer programming, consultancy and related activities"
12555,User Stories Document,,,98,98_Undi_Good
12557,Post-Incident Review (PIR),,,47,47
12561,Communication Plan,,,62,"62 Computer programming, consultancy and related activities"
12573,Release Planning for App Store,,,52,52_Ware_And
12575,Known Issues Database,,,98,98_Undi_Good
12579,Networking Setup,,,88,88_Soci_Work
12597,Best Practices Guide,,,62,"62 Computer programming, consultancy and related activities"
12599,Observability Architecture,,,41,41
12605,Technology Stack Training,,,85,85_Educ
12618,API Support Procedure,,,09,09_Mini_Supp
12627,UI/UX Patterns Library,,,91,91
12631,Replication Lag Monitoring,,,62,62
12634,Database Migration Retrospective,,,62,"62 Computer programming, consultancy and related activities"
12635,Data Recovery Procedures,,,38,38_Wast_Coll
12651,Alert Runbook,,,62,"62 Computer programming, consultancy and related activities"
12653,Changelog / Version History,,,62,"62 Computer programming, consultancy and related activities"
12667,User Testing Findings,,,71,71_Arch_And
12668,Product Release Plan,,,68,68 Real estate activities
12681,Beta Testing Plan,,,71,71_Arch_And
12700,In-App Update Communication,,,62,"62 Computer programming, consultancy and related activities"
12708,Code Architecture Guideline,,,41,41
12709,Deployment Architecture,,,41,41
12710,Database Best Practices,,,62,"62 Computer programming, consultancy and related activities"
12711,Message Flow Monitoring,,,28,28_Manu_Of
12713,Test Case Specification,,,62,"62 Computer programming, consultancy and related activities"
12715,Integration Testing Plan,,,71,71_Arch_And
12726,User Stories for Mobile,,,52,52_Ware_And
12736,Runbook Reference,,,62,"62 Computer programming, consultancy and related activities"
12738,Lessons Learned Repository,,,47,47
12744,Test Patterns Library,,,91,91
12746,Error Budget Policy,,,65,65_Insu
12754,Incident Response Procedure,,,62,
12755,API Usage Guide,,,62,"62 Computer programming, consultancy and related activities"
12764,Compliance Testing Report,,,71,71_Arch_And
12767,Bug Tracking and Management,,,01,01_Crop_And
12768,Mobile SDK Documentation,,,62,"62 Computer programming, consultancy and related activities"
12770,Error Tracking Setup,,,62,"62 Computer programming, consultancy and related activities"
12776,API Versioning Maintenance,,,62,62
12794,API Requirements Specification,,,62,"62 Computer programming, consultancy and related activities"
12801,API Reference for Mobile Developers,,,52,52_Ware_And
12802,Infrastructure Documentation,,,42,42
12812,Problem Statement,,,62,"62 Computer programming, consultancy and related activities"
12820,Incident Response for Frontend,,,52,52_Ware_And
12825,Service Level Philosophy,,,01,01_Crop_And
12851,Database Incident Postmortem,,,47,47
12864,Resource Planning,,,62,"62 Computer programming, consultancy and related activities"
12866,Data Architecture Vision,,,41,41
12870,Integration Monitoring Strategy,,,62,62
12876,Icons/Assets Reference,,,62,"62 Computer programming, consultancy and related activities"
12877,Project Decision Log,,,62,"62 Computer programming, consultancy and related activities"
12881,Screen Design Specification,,,62,"62 Computer programming, consultancy and related activities"
12884,API Monitoring Strategy,,,62,62
12903,Integration Requirements Specification,,,62,"62 Computer programming, consultancy and related activities"
12907,System Design Document,,,62,"62 Computer programming, consultancy and related activities"
12916,Product Quality Criteria,,,62,"62 Computer programming, consultancy and related activities"
12918,Acceptance Criteria,,,62,"62 Computer programming, consultancy and related activities"
12920,Design Decisions Log,,,62,"62 Computer programming, consultancy and related activities"
12926,Integration Patterns Training,,,85,85_Educ
12928,App Store Submission Checklist,,,47,47
12929,Compliance Architecture Review,,,41,41
12930,Database Vulnerability Assessment,,,62,"62 Computer programming, consultancy and related activities"
12933,Identity and Access Management,,,01,01_Crop_And
12936,Rate Limit Incident Handling,,,01,01_Crop_And
12940,Project Vision Statement,,,62,"62 Computer programming, consultancy and related activities"
12958,Non-Functional Testing Requirements,,,23,23_Manu_Of
12959,Device Testing Matrix,,,71,71_Arch_And
12964,Corruption Detection and Recovery,,,01,01_Crop_And
12965,Capacity Management Procedure,,,39,39_Reme_Acti
12977,Risk Tracking,,,86,86 Human health activities
12981,Project Execution Plan,,,62,"62 Computer programming, consultancy and related activities"
12982,Deployment Architecture Guide,,,41,41
12986,Scaling Procedures,,,62,"62 Computer programming, consultancy and related activities"
12991,Acceptance Criteria Definition,,,62,"62 Computer programming, consultancy and related activities"
13006,Database Architecture Design,,,41,41
13018,Data Flow Diagram,,,62,"62 Computer programming, consultancy and related activities"
13023,Testing Requirements,,,71,71_Arch_And
13026,SLO Adoption Plan,,,62,"62 Computer programming, consultancy and related activities"
13028,UI Test Strategy,,,62,"62 Computer programming, consultancy and related activities"
13041,Maintenance Schedule,,,62,62
13042,Project Glossary,,,61,61 Telecommunications
13044,Backup and Recovery Procedure,,,01,01_Crop_And
13061,Capacity Planning Model,TBD,TBD,84,84 Public administration and defence; compulsory social security
13062,Common API Issues and Solutions,TBD,TBD,01,01_Crop_And
13069,Common Integration Issues and Solutions,TBD,TBD,01,01_Crop_And
13075,Common Test Issues and Solutions,TBD,TBD,01,01_Crop_And
13082,Configuration Reference,TBD,TBD,62,"62 Computer programming, consultancy and related activities"
13083,Cost-Benefit Analysis,TBD,TBD,71,71_Arch_And
13087,Database Incident Response,TBD,TBD,62,
13088,Deployment Plan,TBD,TBD,62,"62 Computer programming, consultancy and related activities"
13092,Developer Onboarding Guide,TBD,TBD,78,78
13093,Disaster Recovery Plan,TBD,TBD,38,38_Wast_Coll
13109,Implementation Roadmap,TBD,TBD,71,71
13110,Incident Postmortem,TBD,TBD,47,47
13135,Performance Baseline Document,TBD,TBD,52,52_Ware_And
13140,Performance Test Plan,TBD,TBD,52,52_Ware_And
13141,Performance Testing Plan,TBD,TBD,52,52_Ware_And
13158,Resilience Testing,TBD,TBD,71,71_Arch_And
13165,SLI/SLO Implementation,TBD,TBD,62,"62 Computer programming, consultancy and related activities"
13166,SLO Performance Report,TBD,TBD,52,52_Ware_And
13167,SRE Best Practices,TBD,TBD,62,"62 Computer programming, consultancy and related activities"
13168,SRE Implementation Roadmap,TBD,TBD,71,71
13176,Schema Implementation,TBD,TBD,62,"62 Computer programming, consultancy and related activities"
13193,Solution Architecture Reference,TBD,TBD,41,41
13204,Usability Testing Plan,TBD,TBD,71,71_Arch_And
